method,task,regime,mean_success_rate,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,ci95_success_rate,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,groups
data_augmented_world_model,peg_insert_with_lag,compliance_shift,0.398810,0.273444,0.339102,0.320106,0.119458,0.096471,0.128302,0.075308,0.007906,0.003411,0.004317,0.001807,0.003101,0.001092,7
data_augmented_world_model,peg_insert_with_lag,contact_mode_flip,0.394841,0.269093,0.353131,0.333113,0.123057,0.101820,0.135462,0.037971,0.006618,0.003030,0.006064,0.001514,0.003075,0.002611,7
data_augmented_world_model,peg_insert_with_lag,friction_shift,0.446429,0.287792,0.330199,0.314452,0.116731,0.094528,0.124608,0.048050,0.005391,0.003354,0.006223,0.001727,0.003758,0.002662,7
data_augmented_world_model,peg_insert_with_lag,nominal,0.464286,0.310405,0.299160,0.278644,0.103134,0.089449,0.110096,0.025103,0.005662,0.003073,0.002549,0.001147,0.002735,0.001694,7
data_augmented_world_model,peg_insert_with_lag,occlusion_persistence,0.388889,0.271381,0.339868,0.323074,0.119771,0.100472,0.130004,0.026566,0.009103,0.004668,0.002370,0.002604,0.003003,0.001581,7
data_augmented_world_model,peg_insert_with_lag,payload_shift,0.382937,0.260411,0.354730,0.337745,0.123349,0.102973,0.135651,0.036064,0.006600,0.003660,0.001560,0.003006,0.002441,0.002129,7
ensemble_disagreement_planner,cluttered_navigation_grasp,actuator_lag,0.509921,0.385371,0.268376,0.260876,0.097644,0.183413,0.101746,0.050655,0.010135,0.004881,0.003125,0.001320,0.003200,0.001994,7
ensemble_disagreement_planner,cluttered_navigation_grasp,combined_hidden_mechanisms,0.462302,0.349155,0.299020,0.294324,0.111376,0.198714,0.115176,0.047417,0.005436,0.002441,0.003181,0.002124,0.001539,0.001818,7
ensemble_disagreement_planner,cluttered_navigation_grasp,compliance_shift,0.547619,0.392934,0.259567,0.252909,0.096530,0.181854,0.097250,0.073444,0.007227,0.002668,0.004083,0.002171,0.002074,0.003247,7
ensemble_disagreement_planner,cluttered_navigation_grasp,contact_mode_flip,0.490079,0.385896,0.270743,0.264068,0.099521,0.188065,0.101749,0.021182,0.008488,0.003582,0.004220,0.002470,0.002279,0.002652,7
ensemble_disagreement_planner,cluttered_navigation_grasp,friction_shift,0.533730,0.404577,0.255949,0.249694,0.093463,0.179540,0.093528,0.043998,0.005743,0.003381,0.003588,0.001909,0.003896,0.002687,7
ensemble_disagreement_planner,cluttered_navigation_grasp,nominal,0.644841,0.429324,0.230290,0.226124,0.084430,0.169360,0.082869,0.037971,0.007631,0.005534,0.003438,0.002109,0.003522,0.001723,7
ensemble_disagreement_planner,cluttered_navigation_grasp,occlusion_persistence,0.513889,0.390283,0.265499,0.259746,0.098341,0.185937,0.098266,0.054119,0.005886,0.004054,0.002862,0.000845,0.003895,0.001928,7
ensemble_disagreement_planner,cluttered_navigation_grasp,payload_shift,0.517857,0.372934,0.278474,0.268574,0.101167,0.187154,0.104115,0.045129,0.007316,0.003977,0.002318,0.001213,0.002993,0.001328,7
ensemble_disagreement_planner,deformable_bin_pick,actuator_lag,0.529762,0.385679,0.269940,0.264815,0.100144,0.185342,0.100870,0.035358,0.007806,0.004059,0.005827,0.002010,0.002242,0.001949,7
ensemble_disagreement_planner,deformable_bin_pick,combined_hidden_mechanisms,0.438492,0.356610,0.303318,0.290271,0.109920,0.193720,0.115945,0.051396,0.008922,0.002304,0.002765,0.001369,0.001486,0.001059,7
ensemble_disagreement_planner,deformable_bin_pick,compliance_shift,0.559524,0.396098,0.262254,0.256847,0.097968,0.182099,0.097448,0.035000,0.004951,0.002763,0.005116,0.002532,0.002903,0.002044,7
ensemble_disagreement_planner,deformable_bin_pick,contact_mode_flip,0.503968,0.385291,0.274636,0.266332,0.102390,0.184803,0.102234,0.040164,0.007627,0.003088,0.002234,0.001667,0.003317,0.002399,7
ensemble_disagreement_planner,deformable_bin_pick,friction_shift,0.571429,0.395895,0.259601,0.251390,0.094109,0.180884,0.093459,0.029360,0.006931,0.005912,0.004188,0.002833,0.001596,0.001658,7
ensemble_disagreement_planner,deformable_bin_pick,nominal,0.621032,0.430332,0.230809,0.218528,0.083727,0.171148,0.085325,0.021999,0.009352,0.003165,0.002878,0.002079,0.003973,0.002774,7
ensemble_disagreement_planner,deformable_bin_pick,occlusion_persistence,0.513889,0.390768,0.264996,0.261829,0.099140,0.184470,0.099453,0.024493,0.011238,0.004373,0.004726,0.001362,0.002092,0.002830,7
ensemble_disagreement_planner,deformable_bin_pick,payload_shift,0.505952,0.373640,0.275962,0.268094,0.102829,0.187707,0.101393,0.041945,0.005286,0.003734,0.001814,0.002207,0.001687,0.002193,7
ensemble_disagreement_planner,drawer_contact_repair,actuator_lag,0.559524,0.402244,0.259385,0.254697,0.095796,0.185219,0.097344,0.032381,0.006640,0.003640,0.003080,0.001914,0.002461,0.001717,7
ensemble_disagreement_planner,drawer_contact_repair,combined_hidden_mechanisms,0.460317,0.364051,0.297427,0.291331,0.108628,0.198761,0.115261,0.040910,0.004787,0.002542,0.004035,0.002321,0.002601,0.001349,7
ensemble_disagreement_planner,drawer_contact_repair,compliance_shift,0.571429,0.406013,0.254388,0.252340,0.093405,0.183376,0.098323,0.049497,0.008970,0.004037,0.003754,0.002530,0.002575,0.002304,7
ensemble_disagreement_planner,drawer_contact_repair,contact_mode_flip,0.545635,0.395109,0.267706,0.262034,0.098067,0.186223,0.103894,0.014200,0.006326,0.003783,0.006727,0.001368,0.002473,0.001980,7
ensemble_disagreement_planner,drawer_contact_repair,friction_shift,0.591270,0.413426,0.252085,0.243754,0.092028,0.183816,0.095560,0.053416,0.005280,0.004952,0.003876,0.002293,0.001742,0.000919,7
ensemble_disagreement_planner,drawer_contact_repair,nominal,0.607143,0.439309,0.225912,0.217351,0.081778,0.172101,0.081614,0.048155,0.004958,0.003331,0.003804,0.001784,0.002540,0.001990,7
ensemble_disagreement_planner,drawer_contact_repair,occlusion_persistence,0.537698,0.397180,0.259157,0.251480,0.097804,0.184588,0.098351,0.036481,0.009952,0.006023,0.002524,0.003340,0.003121,0.002455,7
ensemble_disagreement_planner,drawer_contact_repair,payload_shift,0.511905,0.385676,0.271818,0.267240,0.099080,0.189039,0.103926,0.027499,0.006391,0.001216,0.002792,0.002529,0.004217,0.003092,7
ensemble_disagreement_planner,occluded_push_recovery,actuator_lag,0.492063,0.393391,0.265724,0.262515,0.097164,0.184087,0.101140,0.073444,0.009980,0.001798,0.003325,0.001693,0.002876,0.001870,7
ensemble_disagreement_planner,occluded_push_recovery,combined_hidden_mechanisms,0.430556,0.354422,0.298942,0.292317,0.110536,0.197208,0.115177,0.032537,0.006479,0.002519,0.002305,0.002715,0.002294,0.002043,7
ensemble_disagreement_planner,occluded_push_recovery,compliance_shift,0.498016,0.398414,0.258533,0.254812,0.095836,0.182945,0.098817,0.062706,0.009035,0.003692,0.003750,0.001882,0.002751,0.003700,7
ensemble_disagreement_planner,occluded_push_recovery,contact_mode_flip,0.492063,0.383841,0.273745,0.267900,0.100746,0.189027,0.101848,0.058463,0.011544,0.003979,0.004394,0.002255,0.005109,0.001352,7
ensemble_disagreement_planner,occluded_push_recovery,friction_shift,0.571429,0.403330,0.254025,0.248095,0.092301,0.182224,0.095699,0.050205,0.005483,0.002310,0.002847,0.002876,0.005084,0.000903,7
ensemble_disagreement_planner,occluded_push_recovery,nominal,0.626984,0.432215,0.230543,0.224030,0.084680,0.169827,0.084482,0.059531,0.005854,0.003402,0.002536,0.001579,0.002974,0.002151,7
ensemble_disagreement_planner,occluded_push_recovery,occlusion_persistence,0.529762,0.392262,0.263454,0.258145,0.095184,0.184709,0.100331,0.013841,0.010347,0.005021,0.005530,0.003304,0.004289,0.002148,7
ensemble_disagreement_planner,occluded_push_recovery,payload_shift,0.478175,0.387091,0.275619,0.270394,0.101437,0.189622,0.102523,0.046341,0.005469,0.003598,0.003951,0.002201,0.003863,0.001718,7
ensemble_disagreement_planner,payload_handover,actuator_lag,0.523810,0.393117,0.265832,0.258783,0.099053,0.183397,0.099672,0.018515,0.014829,0.001973,0.005001,0.001012,0.002938,0.001869,7
ensemble_disagreement_planner,payload_handover,combined_hidden_mechanisms,0.428571,0.357243,0.296545,0.290379,0.109935,0.194658,0.115067,0.049853,0.007661,0.003738,0.002459,0.002567,0.005124,0.001324,7
ensemble_disagreement_planner,payload_handover,compliance_shift,0.525794,0.402602,0.260895,0.252439,0.094484,0.185427,0.098215,0.054259,0.008524,0.004631,0.003000,0.001838,0.001792,0.001377,7
ensemble_disagreement_planner,payload_handover,contact_mode_flip,0.543651,0.388894,0.268459,0.264889,0.099747,0.186748,0.104552,0.041339,0.009017,0.005646,0.002584,0.002270,0.002995,0.002416,7
ensemble_disagreement_planner,payload_handover,friction_shift,0.557540,0.405406,0.256105,0.247600,0.094546,0.181961,0.094806,0.026184,0.009227,0.003086,0.003260,0.002542,0.003248,0.002352,7
ensemble_disagreement_planner,payload_handover,nominal,0.581349,0.435319,0.227237,0.220123,0.084808,0.171158,0.082191,0.048050,0.003808,0.002002,0.003229,0.001363,0.002778,0.001345,7
ensemble_disagreement_planner,payload_handover,occlusion_persistence,0.525794,0.394440,0.262980,0.256261,0.095606,0.182860,0.100122,0.041339,0.010095,0.004686,0.004081,0.001406,0.001663,0.002576,7
ensemble_disagreement_planner,payload_handover,payload_shift,0.561508,0.380625,0.274277,0.267206,0.101565,0.187376,0.103895,0.051052,0.005149,0.004997,0.003209,0.001713,0.003027,0.002486,7
ensemble_disagreement_planner,peg_insert_with_lag,actuator_lag,0.494048,0.383833,0.270635,0.262707,0.099789,0.182383,0.098916,0.036064,0.002069,0.003514,0.006048,0.002840,0.002322,0.002434,7
ensemble_disagreement_planner,peg_insert_with_lag,combined_hidden_mechanisms,0.408730,0.342514,0.301157,0.293655,0.112193,0.195681,0.113346,0.074872,0.010735,0.002856,0.004815,0.002372,0.002283,0.002258,7
ensemble_disagreement_planner,peg_insert_with_lag,compliance_shift,0.531746,0.386009,0.266623,0.257877,0.097159,0.182379,0.097929,0.032922,0.004933,0.004465,0.002674,0.001237,0.001701,0.001673,7
ensemble_disagreement_planner,peg_insert_with_lag,contact_mode_flip,0.498016,0.377894,0.274569,0.266044,0.099274,0.187752,0.103112,0.024800,0.007704,0.003244,0.003552,0.001718,0.004358,0.003127,7
ensemble_disagreement_planner,peg_insert_with_lag,friction_shift,0.507937,0.399992,0.260183,0.250717,0.097482,0.181863,0.093595,0.039786,0.005724,0.002767,0.002728,0.002032,0.002775,0.002099,7
ensemble_disagreement_planner,peg_insert_with_lag,nominal,0.545635,0.423633,0.231503,0.225578,0.088193,0.174198,0.084966,0.048883,0.006985,0.001757,0.002883,0.001817,0.004399,0.002171,7
ensemble_disagreement_planner,peg_insert_with_lag,occlusion_persistence,0.511905,0.392610,0.264694,0.258123,0.097656,0.185500,0.099433,0.044226,0.009305,0.005332,0.005298,0.002465,0.004559,0.001588,7
ensemble_disagreement_planner,peg_insert_with_lag,payload_shift,0.527778,0.373706,0.279204,0.273471,0.104276,0.190355,0.103524,0.036619,0.003808,0.004001,0.004027,0.001160,0.002980,0.002122,7
failure_classifier_repair,cluttered_navigation_grasp,actuator_lag,0.563492,0.450789,0.244104,0.239797,0.085800,0.243299,0.087185,0.040227,0.010945,0.002964,0.002101,0.002105,0.002268,0.003117,7
failure_classifier_repair,cluttered_navigation_grasp,combined_hidden_mechanisms,0.501984,0.402851,0.273334,0.268841,0.101574,0.257663,0.101395,0.067842,0.009402,0.002449,0.001902,0.002480,0.001985,0.002252,7
failure_classifier_repair,cluttered_navigation_grasp,compliance_shift,0.551587,0.451817,0.240464,0.231542,0.086413,0.238671,0.085040,0.035994,0.005743,0.002849,0.004104,0.002031,0.003035,0.002261,7
failure_classifier_repair,cluttered_navigation_grasp,contact_mode_flip,0.531746,0.439959,0.245976,0.244466,0.088175,0.244716,0.090638,0.039276,0.004997,0.002569,0.003873,0.002875,0.003301,0.003175,7
failure_classifier_repair,cluttered_navigation_grasp,friction_shift,0.597222,0.466822,0.233082,0.226360,0.086481,0.238294,0.083880,0.054768,0.007641,0.001813,0.003687,0.003308,0.003272,0.001499,7
failure_classifier_repair,cluttered_navigation_grasp,nominal,0.658730,0.499308,0.207086,0.203271,0.075386,0.223966,0.072745,0.062545,0.007099,0.003289,0.002319,0.001686,0.004516,0.002582,7
failure_classifier_repair,cluttered_navigation_grasp,occlusion_persistence,0.591270,0.456382,0.236940,0.239920,0.087380,0.238794,0.086090,0.029617,0.007593,0.004948,0.003127,0.000815,0.002816,0.002032,7
failure_classifier_repair,cluttered_navigation_grasp,payload_shift,0.539683,0.437139,0.250553,0.250645,0.089440,0.245655,0.091429,0.032768,0.010801,0.004213,0.003143,0.001465,0.003510,0.002042,7
failure_classifier_repair,deformable_bin_pick,actuator_lag,0.569444,0.445287,0.246663,0.243476,0.090339,0.241681,0.087309,0.036134,0.008740,0.003158,0.001835,0.001681,0.001839,0.001405,7
failure_classifier_repair,deformable_bin_pick,combined_hidden_mechanisms,0.505952,0.400991,0.274143,0.271959,0.099638,0.259137,0.100588,0.040663,0.009663,0.002353,0.003341,0.001280,0.002417,0.001629,7
failure_classifier_repair,deformable_bin_pick,compliance_shift,0.565476,0.456392,0.240703,0.235211,0.088918,0.240792,0.087385,0.021182,0.005680,0.002985,0.003164,0.002266,0.003632,0.002389,7
failure_classifier_repair,deformable_bin_pick,contact_mode_flip,0.513889,0.436537,0.249847,0.245452,0.089615,0.246430,0.088665,0.034125,0.009118,0.004413,0.003783,0.002533,0.003123,0.001930,7
failure_classifier_repair,deformable_bin_pick,friction_shift,0.563492,0.457450,0.232486,0.227633,0.085435,0.238410,0.081156,0.027772,0.004915,0.003606,0.002661,0.001444,0.002937,0.001730,7
failure_classifier_repair,deformable_bin_pick,nominal,0.664683,0.497812,0.210098,0.203598,0.077547,0.223599,0.076021,0.039595,0.003950,0.005720,0.004784,0.002499,0.002988,0.001259,7
failure_classifier_repair,deformable_bin_pick,occlusion_persistence,0.575397,0.451584,0.241487,0.237728,0.088477,0.240442,0.087057,0.048934,0.006067,0.001922,0.004022,0.001965,0.001891,0.002815,7
failure_classifier_repair,deformable_bin_pick,payload_shift,0.555556,0.435365,0.251537,0.247148,0.093441,0.246350,0.089452,0.030290,0.004948,0.005288,0.002975,0.002910,0.002632,0.001586,7
failure_classifier_repair,drawer_contact_repair,actuator_lag,0.593254,0.451749,0.242011,0.234158,0.087416,0.243040,0.086208,0.035994,0.006449,0.003103,0.002276,0.001811,0.002479,0.003285,7
failure_classifier_repair,drawer_contact_repair,combined_hidden_mechanisms,0.488095,0.417581,0.265131,0.260526,0.096155,0.256356,0.100438,0.031673,0.004301,0.005385,0.004458,0.001747,0.003594,0.000833,7
failure_classifier_repair,drawer_contact_repair,compliance_shift,0.605159,0.465291,0.235066,0.231598,0.084754,0.239201,0.087254,0.032459,0.007643,0.003619,0.004094,0.002376,0.003938,0.002195,7
failure_classifier_repair,drawer_contact_repair,contact_mode_flip,0.561508,0.448175,0.244270,0.239502,0.087066,0.246764,0.088848,0.016651,0.009772,0.003013,0.003749,0.003434,0.003038,0.002789,7
failure_classifier_repair,drawer_contact_repair,friction_shift,0.593254,0.466049,0.225201,0.226316,0.083327,0.235610,0.083435,0.051347,0.008479,0.004431,0.004124,0.002270,0.003155,0.003223,7
failure_classifier_repair,drawer_contact_repair,nominal,0.668651,0.504561,0.202936,0.202969,0.074000,0.224505,0.074038,0.016191,0.007440,0.005721,0.002918,0.002385,0.002302,0.002767,7
failure_classifier_repair,drawer_contact_repair,occlusion_persistence,0.583333,0.455972,0.235513,0.228862,0.086124,0.240750,0.085461,0.048260,0.004701,0.004223,0.002777,0.002185,0.003625,0.001805,7
failure_classifier_repair,drawer_contact_repair,payload_shift,0.541667,0.449447,0.248297,0.240643,0.087461,0.246225,0.090863,0.029102,0.006648,0.004642,0.003481,0.003740,0.002489,0.000916,7
failure_classifier_repair,occluded_push_recovery,actuator_lag,0.575397,0.447641,0.242614,0.237700,0.088450,0.240588,0.089769,0.087680,0.007163,0.002909,0.002651,0.002018,0.003594,0.001079,7
failure_classifier_repair,occluded_push_recovery,combined_hidden_mechanisms,0.456349,0.411573,0.266807,0.268231,0.097499,0.256985,0.100756,0.069130,0.009160,0.004567,0.004464,0.002440,0.002783,0.002632,7
failure_classifier_repair,occluded_push_recovery,compliance_shift,0.595238,0.455838,0.237181,0.232423,0.084865,0.239018,0.085358,0.023333,0.008113,0.003861,0.003537,0.001607,0.002618,0.002885,7
failure_classifier_repair,occluded_push_recovery,contact_mode_flip,0.551587,0.440770,0.245684,0.241962,0.088173,0.245514,0.087392,0.054026,0.010760,0.004223,0.003640,0.003074,0.001664,0.002150,7
failure_classifier_repair,occluded_push_recovery,friction_shift,0.531746,0.467153,0.231478,0.229546,0.083717,0.237763,0.084577,0.055317,0.006246,0.002870,0.002129,0.001548,0.002657,0.002120,7
failure_classifier_repair,occluded_push_recovery,nominal,0.623016,0.497823,0.206658,0.207182,0.073266,0.225639,0.074437,0.018241,0.007351,0.004565,0.004041,0.003000,0.002292,0.002094,7
failure_classifier_repair,occluded_push_recovery,occlusion_persistence,0.553571,0.448744,0.237166,0.237804,0.086449,0.240404,0.086572,0.024800,0.003245,0.003714,0.004344,0.002732,0.001681,0.002130,7
failure_classifier_repair,occluded_push_recovery,payload_shift,0.519841,0.437529,0.245635,0.249417,0.090601,0.245394,0.090680,0.044397,0.009328,0.004106,0.001944,0.001757,0.002211,0.002816,7
failure_classifier_repair,payload_handover,actuator_lag,0.561508,0.448757,0.240815,0.238406,0.086613,0.242808,0.087351,0.056623,0.008245,0.004412,0.001714,0.001893,0.002422,0.002312,7
failure_classifier_repair,payload_handover,combined_hidden_mechanisms,0.523810,0.407277,0.268341,0.267860,0.096180,0.257519,0.101360,0.039723,0.007524,0.001465,0.002943,0.001057,0.002367,0.003013,7
failure_classifier_repair,payload_handover,compliance_shift,0.559524,0.460814,0.234978,0.233109,0.086232,0.240643,0.085790,0.036961,0.012214,0.004019,0.004244,0.002175,0.001961,0.001290,7
failure_classifier_repair,payload_handover,contact_mode_flip,0.603175,0.447761,0.248673,0.243408,0.089132,0.246819,0.089070,0.065306,0.005970,0.003377,0.003160,0.001676,0.002371,0.002046,7
failure_classifier_repair,payload_handover,friction_shift,0.605159,0.458425,0.225853,0.225281,0.082999,0.237806,0.085684,0.057243,0.006236,0.004464,0.002482,0.002682,0.003438,0.000924,7
failure_classifier_repair,payload_handover,nominal,0.640873,0.505275,0.207831,0.207266,0.074889,0.227044,0.074138,0.047310,0.006636,0.004156,0.002759,0.002758,0.003290,0.002054,7
failure_classifier_repair,payload_handover,occlusion_persistence,0.569444,0.460530,0.236667,0.235628,0.085683,0.240174,0.083668,0.020578,0.011611,0.002465,0.005594,0.001727,0.004126,0.001207,7
failure_classifier_repair,payload_handover,payload_shift,0.569444,0.436900,0.245789,0.247775,0.092851,0.245365,0.091055,0.063703,0.007303,0.004542,0.004254,0.002543,0.004429,0.003483,7
failure_classifier_repair,peg_insert_with_lag,actuator_lag,0.537698,0.450354,0.245681,0.244260,0.089173,0.241384,0.087723,0.045129,0.008494,0.002313,0.004393,0.002564,0.001739,0.002001,7
failure_classifier_repair,peg_insert_with_lag,combined_hidden_mechanisms,0.468254,0.398520,0.274322,0.272641,0.099988,0.260430,0.100584,0.031273,0.006436,0.002775,0.003710,0.002889,0.002118,0.002546,7
failure_classifier_repair,peg_insert_with_lag,compliance_shift,0.533730,0.451197,0.240877,0.236417,0.085955,0.238237,0.085130,0.054398,0.005211,0.003429,0.003643,0.002547,0.002135,0.001600,7
failure_classifier_repair,peg_insert_with_lag,contact_mode_flip,0.553571,0.438105,0.249180,0.245874,0.089515,0.245550,0.088829,0.040910,0.004549,0.003110,0.002821,0.001813,0.002997,0.002946,7
failure_classifier_repair,peg_insert_with_lag,friction_shift,0.583333,0.462792,0.236026,0.231162,0.085199,0.236858,0.082909,0.043653,0.008662,0.002265,0.000871,0.001331,0.004254,0.001234,7
failure_classifier_repair,peg_insert_with_lag,nominal,0.603175,0.492586,0.210304,0.209573,0.077393,0.225542,0.074503,0.047840,0.009829,0.004724,0.005129,0.001875,0.001414,0.001285,7
failure_classifier_repair,peg_insert_with_lag,occlusion_persistence,0.587302,0.448450,0.241559,0.239483,0.087499,0.240234,0.087640,0.023548,0.007810,0.006323,0.001863,0.001704,0.002368,0.001819,7
failure_classifier_repair,peg_insert_with_lag,payload_shift,0.539683,0.432456,0.256692,0.248807,0.093524,0.247737,0.090918,0.047310,0.003297,0.004799,0.001949,0.001414,0.002106,0.002531,7
observed_only_planner,cluttered_navigation_grasp,actuator_lag,0.303571,0.181021,0.402520,0.377385,0.140222,0.073994,0.156741,0.056489,0.011892,0.003221,0.003900,0.001995,0.002959,0.001964,7
observed_only_planner,cluttered_navigation_grasp,combined_hidden_mechanisms,0.206349,0.153712,0.445032,0.427619,0.156189,0.076948,0.178709,0.058935,0.007432,0.003278,0.004086,0.002107,0.002001,0.001656,7
observed_only_planner,cluttered_navigation_grasp,compliance_shift,0.349206,0.183361,0.390968,0.368461,0.136752,0.068064,0.153548,0.035358,0.007948,0.004072,0.003130,0.001424,0.001515,0.001928,7
observed_only_planner,cluttered_navigation_grasp,contact_mode_flip,0.295635,0.175858,0.404152,0.385100,0.142843,0.068873,0.159151,0.035501,0.005449,0.003278,0.003697,0.002697,0.001828,0.002731,7
observed_only_planner,cluttered_navigation_grasp,friction_shift,0.337302,0.193810,0.384553,0.365037,0.131060,0.069591,0.146548,0.030123,0.005218,0.003495,0.003270,0.001982,0.002246,0.002094,7
observed_only_planner,cluttered_navigation_grasp,nominal,0.472222,0.208689,0.346042,0.325885,0.116208,0.064285,0.127602,0.041583,0.010619,0.001690,0.006165,0.002541,0.003651,0.001910,7
observed_only_planner,cluttered_navigation_grasp,occlusion_persistence,0.319444,0.190162,0.395623,0.378050,0.137029,0.070010,0.154820,0.031990,0.007870,0.003097,0.005525,0.002293,0.002302,0.002414,7
observed_only_planner,cluttered_navigation_grasp,payload_shift,0.289683,0.175827,0.407429,0.390482,0.142148,0.072682,0.160129,0.038235,0.007772,0.003198,0.002441,0.002327,0.002881,0.001610,7
observed_only_planner,deformable_bin_pick,actuator_lag,0.325397,0.188137,0.401430,0.382828,0.137800,0.068242,0.155980,0.041095,0.005818,0.005469,0.005947,0.001218,0.001982,0.002364,7
observed_only_planner,deformable_bin_pick,combined_hidden_mechanisms,0.226190,0.146073,0.445414,0.429492,0.158207,0.075211,0.180676,0.037904,0.003357,0.004703,0.002317,0.001917,0.002460,0.002246,7
observed_only_planner,deformable_bin_pick,compliance_shift,0.321429,0.193165,0.391644,0.369554,0.137210,0.068505,0.152423,0.037771,0.004216,0.002435,0.001650,0.002136,0.002404,0.001583,7
observed_only_planner,deformable_bin_pick,contact_mode_flip,0.327381,0.178533,0.408783,0.384085,0.144579,0.070563,0.160010,0.022897,0.008043,0.001890,0.004795,0.001970,0.002422,0.001258,7
observed_only_planner,deformable_bin_pick,friction_shift,0.349206,0.190510,0.385602,0.365068,0.131168,0.070961,0.149232,0.067582,0.006106,0.004058,0.006039,0.001221,0.005227,0.002224,7
observed_only_planner,deformable_bin_pick,nominal,0.398810,0.214388,0.344742,0.319437,0.116527,0.063053,0.128876,0.049242,0.008391,0.002915,0.003201,0.001335,0.003885,0.001684,7
observed_only_planner,deformable_bin_pick,occlusion_persistence,0.327381,0.180397,0.397641,0.373762,0.137008,0.069026,0.155604,0.021300,0.007784,0.002082,0.002908,0.002101,0.003140,0.003149,7
observed_only_planner,deformable_bin_pick,payload_shift,0.287698,0.178979,0.412169,0.394024,0.142946,0.072186,0.164290,0.034492,0.006185,0.004155,0.001885,0.001193,0.003443,0.002555,7
observed_only_planner,drawer_contact_repair,actuator_lag,0.351190,0.192537,0.393267,0.375808,0.137875,0.070354,0.157359,0.032381,0.007584,0.003083,0.001516,0.001255,0.002208,0.002157,7
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,0.250000,0.156533,0.442537,0.420097,0.155484,0.078758,0.181550,0.035144,0.004052,0.004610,0.001748,0.002396,0.004063,0.001688,7
observed_only_planner,drawer_contact_repair,compliance_shift,0.341270,0.195544,0.386964,0.365101,0.131447,0.068559,0.152615,0.031353,0.010395,0.002541,0.002335,0.002161,0.004151,0.002561,7
observed_only_planner,drawer_contact_repair,contact_mode_flip,0.313492,0.182651,0.401031,0.378780,0.139568,0.073545,0.162553,0.057243,0.006197,0.003207,0.004404,0.001862,0.003063,0.003785,7
observed_only_planner,drawer_contact_repair,friction_shift,0.375000,0.193845,0.377096,0.358854,0.130100,0.071040,0.147411,0.020578,0.009664,0.002590,0.004255,0.002969,0.003226,0.002851,7
observed_only_planner,drawer_contact_repair,nominal,0.478175,0.228823,0.337966,0.315926,0.112237,0.061139,0.128807,0.046721,0.005509,0.003834,0.005817,0.003448,0.003402,0.000937,7
observed_only_planner,drawer_contact_repair,occlusion_persistence,0.301587,0.193118,0.390678,0.370364,0.136282,0.069266,0.154202,0.039276,0.008913,0.004368,0.004762,0.002255,0.002517,0.002108,7
observed_only_planner,drawer_contact_repair,payload_shift,0.341270,0.189328,0.405842,0.389252,0.140456,0.072533,0.162622,0.037971,0.008675,0.003055,0.002753,0.001736,0.004084,0.001923,7
observed_only_planner,occluded_push_recovery,actuator_lag,0.315476,0.183410,0.398308,0.375940,0.137526,0.072357,0.158836,0.018515,0.006389,0.005305,0.003283,0.002523,0.003302,0.000996,7
observed_only_planner,occluded_push_recovery,combined_hidden_mechanisms,0.230159,0.153825,0.442813,0.424814,0.157696,0.077774,0.180716,0.030785,0.007234,0.003732,0.002872,0.002298,0.004139,0.001930,7
observed_only_planner,occluded_push_recovery,compliance_shift,0.353175,0.189396,0.391654,0.372696,0.134342,0.069566,0.152635,0.046721,0.007669,0.003607,0.002659,0.003090,0.003089,0.002974,7
observed_only_planner,occluded_push_recovery,contact_mode_flip,0.317460,0.181384,0.405751,0.382512,0.141392,0.068985,0.161465,0.045017,0.006234,0.005866,0.003294,0.001178,0.001481,0.001862,7
observed_only_planner,occluded_push_recovery,friction_shift,0.347222,0.191695,0.379663,0.358905,0.132850,0.069775,0.148100,0.056668,0.006870,0.004459,0.003101,0.001876,0.004250,0.001446,7
observed_only_planner,occluded_push_recovery,nominal,0.442460,0.211375,0.346252,0.319171,0.117901,0.063932,0.130325,0.039595,0.008718,0.002800,0.003288,0.002685,0.003172,0.001171,7
observed_only_planner,occluded_push_recovery,occlusion_persistence,0.367063,0.190993,0.391582,0.369821,0.136035,0.068858,0.154874,0.043595,0.005626,0.003089,0.003239,0.002776,0.002725,0.002769,7
observed_only_planner,occluded_push_recovery,payload_shift,0.271825,0.176115,0.409473,0.389473,0.142979,0.071736,0.162267,0.039786,0.007686,0.004447,0.003603,0.002268,0.001891,0.002285,7
observed_only_planner,payload_handover,actuator_lag,0.355159,0.189946,0.397415,0.376309,0.137084,0.070108,0.156526,0.028400,0.006582,0.003763,0.004113,0.001822,0.002704,0.002419,7
observed_only_planner,payload_handover,combined_hidden_mechanisms,0.222222,0.160841,0.442357,0.422814,0.155790,0.076571,0.180424,0.027863,0.009307,0.003060,0.002844,0.002243,0.002536,0.001831,7
observed_only_planner,payload_handover,compliance_shift,0.357143,0.190257,0.386250,0.370209,0.132583,0.069757,0.152472,0.049242,0.006403,0.005717,0.003722,0.001474,0.002373,0.001697,7
