method,split,seed,mean_success_rate,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,ci95_success_rate,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,groups
failure_classifier_repair,hidden_mechanism,2,0.621817,0.478840,0.220306,0.219138,0.081814,0.232796,0.079370,0.017576,0.007608,0.005279,0.005302,0.001977,0.002569,0.002080,48
failure_classifier_repair,hidden_mechanism,3,0.625000,0.479428,0.220895,0.220220,0.081892,0.233466,0.079166,0.017156,0.007900,0.005066,0.004942,0.002051,0.002539,0.002257,48
failure_classifier_repair,hidden_mechanism,4,0.605324,0.476623,0.218727,0.219239,0.082076,0.232483,0.079180,0.020710,0.007153,0.005377,0.004792,0.001822,0.002747,0.002075,48
failure_classifier_repair,hidden_mechanism,5,0.625000,0.476854,0.220791,0.219043,0.081886,0.233125,0.079344,0.018015,0.007270,0.004882,0.005054,0.001977,0.002607,0.002203,48
failure_classifier_repair,hidden_mechanism,6,0.629630,0.480270,0.219871,0.219839,0.081859,0.232778,0.079500,0.019118,0.007529,0.004906,0.005295,0.001922,0.002704,0.002218,48
failure_classifier_repair,in_distribution,0,0.654803,0.498735,0.201161,0.204865,0.077512,0.225019,0.073819,0.018232,0.006931,0.005510,0.004835,0.001965,0.002689,0.002094,48
failure_classifier_repair,in_distribution,1,0.650463,0.501292,0.200950,0.203911,0.078022,0.224833,0.072046,0.019492,0.007535,0.004869,0.005107,0.002006,0.002798,0.002085,48
failure_classifier_repair,in_distribution,2,0.645255,0.500806,0.201099,0.204107,0.077391,0.223740,0.072904,0.019770,0.007062,0.004964,0.004795,0.001836,0.002421,0.002102,48
failure_classifier_repair,in_distribution,3,0.664931,0.502023,0.199365,0.205885,0.076862,0.225803,0.073167,0.016020,0.007329,0.004912,0.004765,0.001793,0.002630,0.002127,48
failure_classifier_repair,in_distribution,4,0.655961,0.499379,0.201166,0.205234,0.077095,0.224885,0.073144,0.020716,0.006844,0.005187,0.004845,0.002034,0.002407,0.002144,48
failure_classifier_repair,in_distribution,5,0.650463,0.500565,0.201337,0.204786,0.077638,0.224546,0.073980,0.018542,0.008072,0.005049,0.005517,0.001699,0.002351,0.002183,48
failure_classifier_repair,in_distribution,6,0.650463,0.501263,0.201606,0.204922,0.077541,0.224222,0.073539,0.019492,0.006794,0.005063,0.005084,0.002007,0.002747,0.002066,48
failure_classifier_repair,long_horizon,0,0.602431,0.484682,0.214700,0.215694,0.080540,0.231361,0.077541,0.018333,0.007840,0.005247,0.005136,0.001981,0.002760,0.002087,48
failure_classifier_repair,long_horizon,1,0.618056,0.482422,0.214648,0.216679,0.080285,0.229993,0.078123,0.017117,0.007408,0.004758,0.004685,0.001911,0.002968,0.002366,48
failure_classifier_repair,long_horizon,2,0.603009,0.484040,0.215319,0.215839,0.080989,0.230595,0.077046,0.017076,0.007545,0.005140,0.005064,0.002068,0.002403,0.001961,48
failure_classifier_repair,long_horizon,3,0.624132,0.484595,0.214924,0.216004,0.081649,0.230964,0.077661,0.020383,0.007459,0.005049,0.004703,0.001894,0.002815,0.002119,48
failure_classifier_repair,long_horizon,4,0.612558,0.482618,0.215613,0.217318,0.081114,0.229874,0.078351,0.020684,0.007080,0.004588,0.005274,0.002004,0.002856,0.002053,48
failure_classifier_repair,long_horizon,5,0.608507,0.484426,0.214818,0.216252,0.080763,0.231259,0.076986,0.021577,0.007446,0.004968,0.005046,0.001902,0.002779,0.002268,48
failure_classifier_repair,long_horizon,6,0.594618,0.485094,0.216957,0.216831,0.080353,0.231134,0.077891,0.017659,0.007535,0.005138,0.005067,0.001914,0.002918,0.002123,48
failure_classifier_repair,sparse_observation,0,0.595486,0.454860,0.238880,0.236249,0.086539,0.241302,0.086111,0.023542,0.007556,0.004654,0.005072,0.001797,0.002677,0.002170,48
failure_classifier_repair,sparse_observation,1,0.587674,0.452580,0.238963,0.236441,0.086948,0.240484,0.086547,0.020070,0.008299,0.004947,0.005229,0.001846,0.002590,0.002292,48
failure_classifier_repair,sparse_observation,2,0.574942,0.453322,0.236390,0.236374,0.086051,0.240471,0.086251,0.019700,0.006765,0.004883,0.004957,0.001946,0.002866,0.002088,48
failure_classifier_repair,sparse_observation,3,0.585069,0.454626,0.238289,0.236070,0.086420,0.240434,0.086572,0.020483,0.008004,0.005162,0.005188,0.001877,0.002851,0.002159,48
failure_classifier_repair,sparse_observation,4,0.586516,0.453300,0.238575,0.237035,0.086825,0.240300,0.086041,0.019924,0.007237,0.004757,0.005238,0.002042,0.002652,0.002111,48
failure_classifier_repair,sparse_observation,5,0.591435,0.454115,0.237308,0.235070,0.086798,0.239572,0.086694,0.018745,0.007518,0.005253,0.004954,0.002065,0.002767,0.002231,48
failure_classifier_repair,sparse_observation,6,0.585069,0.451055,0.237984,0.235869,0.085832,0.241170,0.086597,0.018441,0.007353,0.005267,0.004748,0.001782,0.002636,0.002123,48
observed_only_planner,combined_stress,0,0.320023,0.188195,0.396323,0.375031,0.137363,0.070486,0.155511,0.023672,0.005696,0.007493,0.008432,0.003240,0.001516,0.003817,48
observed_only_planner,combined_stress,1,0.330150,0.182832,0.396050,0.374636,0.137275,0.070392,0.155297,0.023897,0.005700,0.007842,0.007963,0.003114,0.001616,0.004020,48
observed_only_planner,combined_stress,2,0.341435,0.183200,0.396049,0.374900,0.137959,0.069788,0.155859,0.023573,0.005750,0.007588,0.007815,0.003052,0.001551,0.004015,48
observed_only_planner,combined_stress,3,0.320312,0.185906,0.396299,0.375368,0.137547,0.069348,0.155833,0.021980,0.005012,0.007894,0.007894,0.003346,0.001527,0.004033,48
observed_only_planner,combined_stress,4,0.327546,0.186357,0.395174,0.376612,0.136955,0.070117,0.156035,0.022678,0.005700,0.007816,0.007709,0.003123,0.001728,0.004050,48
observed_only_planner,combined_stress,5,0.326100,0.185289,0.395420,0.374553,0.137366,0.070325,0.154907,0.021429,0.005284,0.007399,0.008126,0.003290,0.001227,0.003960,48
observed_only_planner,combined_stress,6,0.328993,0.185564,0.397396,0.376797,0.137539,0.070854,0.154916,0.026216,0.005165,0.007575,0.008188,0.003129,0.001502,0.004118,48
observed_only_planner,hidden_mechanism,0,0.415220,0.214683,0.367781,0.348017,0.129341,0.065895,0.147429,0.024143,0.005639,0.007858,0.008078,0.003020,0.001329,0.004073,48
observed_only_planner,hidden_mechanism,1,0.412905,0.215343,0.367398,0.348750,0.130200,0.066044,0.148241,0.019516,0.005524,0.007518,0.008169,0.002979,0.001373,0.004034,48
observed_only_planner,hidden_mechanism,2,0.409144,0.215282,0.367111,0.347639,0.129667,0.066829,0.147605,0.022033,0.005773,0.007480,0.007803,0.003020,0.001351,0.003803,48
observed_only_planner,hidden_mechanism,3,0.424479,0.213792,0.367361,0.347423,0.130278,0.067067,0.147259,0.025656,0.005474,0.007755,0.008107,0.003154,0.001535,0.004011,48
observed_only_planner,hidden_mechanism,4,0.405961,0.215099,0.367137,0.349341,0.129955,0.066741,0.147555,0.019474,0.005812,0.007619,0.008074,0.003152,0.001542,0.003951,48
observed_only_planner,hidden_mechanism,5,0.425347,0.215837,0.369505,0.348511,0.130470,0.065776,0.148190,0.023500,0.005225,0.007418,0.007855,0.002795,0.001506,0.003949,48
observed_only_planner,hidden_mechanism,6,0.423900,0.215447,0.367814,0.347435,0.129205,0.065456,0.147788,0.022433,0.005211,0.007954,0.007748,0.003129,0.001411,0.003884,48
observed_only_planner,in_distribution,0,0.469039,0.243718,0.343828,0.325464,0.123591,0.062131,0.140867,0.022275,0.005673,0.007740,0.008179,0.002837,0.001720,0.004123,48
observed_only_planner,in_distribution,1,0.472512,0.241237,0.343840,0.324833,0.123421,0.063295,0.140444,0.024403,0.005467,0.007721,0.007501,0.003090,0.001688,0.004007,48
observed_only_planner,in_distribution,2,0.469039,0.239434,0.343020,0.326055,0.123433,0.062792,0.140752,0.022436,0.005571,0.008049,0.007806,0.002871,0.001493,0.004001,48
observed_only_planner,in_distribution,3,0.488426,0.241942,0.343751,0.323294,0.123727,0.062155,0.140081,0.024103,0.005446,0.007687,0.008144,0.003060,0.001201,0.003964,48
observed_only_planner,in_distribution,4,0.467014,0.243004,0.342863,0.324809,0.122804,0.061646,0.140314,0.023247,0.006008,0.007472,0.008010,0.003136,0.001447,0.003857,48
observed_only_planner,in_distribution,5,0.483218,0.240480,0.343305,0.324338,0.122534,0.062057,0.140327,0.023588,0.005484,0.007771,0.007923,0.003175,0.001522,0.004194,48
observed_only_planner,in_distribution,6,0.466435,0.242120,0.343062,0.325168,0.122858,0.062964,0.141264,0.023264,0.005614,0.007850,0.007950,0.003093,0.001714,0.004137,48
observed_only_planner,long_horizon,0,0.394387,0.222441,0.362449,0.343939,0.128077,0.065670,0.145584,0.021517,0.006098,0.007517,0.008148,0.003049,0.001447,0.003991,48
observed_only_planner,long_horizon,1,0.399595,0.222707,0.362008,0.343093,0.128489,0.065364,0.145996,0.024601,0.005422,0.007836,0.008044,0.003004,0.001491,0.004247,48
observed_only_planner,long_horizon,2,0.385995,0.222931,0.363016,0.342160,0.127956,0.064666,0.146209,0.023713,0.005220,0.007932,0.008072,0.002969,0.001564,0.004019,48
observed_only_planner,long_horizon,3,0.389757,0.223538,0.362502,0.342465,0.128060,0.065667,0.146424,0.021830,0.005175,0.007592,0.008012,0.002985,0.001458,0.003977,48
observed_only_planner,long_horizon,4,0.394387,0.221726,0.360379,0.341810,0.128092,0.065634,0.144987,0.024581,0.005618,0.007608,0.008261,0.003051,0.001370,0.003878,48
observed_only_planner,long_horizon,5,0.394097,0.223558,0.361928,0.343166,0.127999,0.065464,0.145648,0.021347,0.005350,0.007794,0.007983,0.003285,0.001209,0.003922,48
observed_only_planner,long_horizon,6,0.388600,0.223929,0.361953,0.342064,0.127408,0.064167,0.146221,0.021574,0.005339,0.007612,0.008092,0.003025,0.001423,0.003965,48
observed_only_planner,sparse_observation,0,0.369502,0.187811,0.392926,0.372133,0.136543,0.069996,0.154886,0.023849,0.005785,0.007360,0.007935,0.003138,0.001258,0.004101,48
observed_only_planner,sparse_observation,1,0.363715,0.192623,0.392969,0.372704,0.136561,0.069813,0.154030,0.024620,0.005005,0.007439,0.008135,0.003186,0.001715,0.004002,48
observed_only_planner,sparse_observation,2,0.370949,0.188538,0.394046,0.372189,0.136610,0.069940,0.154323,0.022781,0.004879,0.007563,0.008315,0.003094,0.001578,0.004175,48
observed_only_planner,sparse_observation,3,0.365451,0.191095,0.391851,0.372644,0.136137,0.069766,0.153567,0.020982,0.006308,0.007694,0.008227,0.003132,0.001538,0.003939,48
observed_only_planner,sparse_observation,4,0.354745,0.186377,0.393889,0.371671,0.136702,0.069578,0.153684,0.018659,0.006402,0.007767,0.008055,0.002925,0.001541,0.004065,48
observed_only_planner,sparse_observation,5,0.363426,0.190113,0.393110,0.372358,0.137652,0.069869,0.154514,0.024815,0.005526,0.007387,0.008073,0.003114,0.001563,0.003942,48
observed_only_planner,sparse_observation,6,0.342882,0.186988,0.391552,0.371266,0.136500,0.068867,0.154344,0.021947,0.005174,0.007740,0.008165,0.003047,0.001529,0.004180,48
oracle_mechanism_audit,combined_stress,0,0.811632,0.834999,0.073137,0.068909,0.039161,0.203813,0.040614,0.014153,0.003791,0.002330,0.001984,0.001028,0.001500,0.001386,48
oracle_mechanism_audit,combined_stress,1,0.830440,0.834445,0.071176,0.068715,0.037298,0.205485,0.042160,0.014812,0.003649,0.002201,0.002244,0.001222,0.001884,0.001288,48
oracle_mechanism_audit,combined_stress,2,0.821759,0.835503,0.072935,0.068823,0.037953,0.204586,0.041163,0.012618,0.003300,0.002095,0.001736,0.001153,0.001663,0.001234,48
oracle_mechanism_audit,combined_stress,3,0.831887,0.838017,0.071341,0.067400,0.038352,0.203035,0.041147,0.014617,0.003592,0.002256,0.002033,0.001216,0.001701,0.001108,48
oracle_mechanism_audit,combined_stress,4,0.817998,0.837181,0.072966,0.068750,0.038367,0.204076,0.041435,0.013447,0.003395,0.002281,0.001964,0.001123,0.002034,0.001008,48
oracle_mechanism_audit,combined_stress,5,0.831887,0.837788,0.072921,0.068078,0.038034,0.203358,0.041337,0.015125,0.003285,0.001714,0.001929,0.001146,0.001624,0.001160,48
oracle_mechanism_audit,combined_stress,6,0.829572,0.834177,0.071772,0.068821,0.037462,0.204896,0.041307,0.011369,0.004064,0.002194,0.002214,0.000863,0.001752,0.001129,48
oracle_mechanism_audit,hidden_mechanism,0,0.833912,0.842624,0.067342,0.062270,0.035132,0.199657,0.033532,0.015695,0.003777,0.001672,0.002129,0.000889,0.001660,0.000881,48
oracle_mechanism_audit,hidden_mechanism,1,0.841435,0.840737,0.068800,0.064402,0.035899,0.199292,0.033636,0.010748,0.003787,0.001882,0.001816,0.001027,0.001548,0.000942,48
oracle_mechanism_audit,hidden_mechanism,2,0.836516,0.842335,0.069020,0.063434,0.036669,0.198916,0.033417,0.012352,0.003618,0.002302,0.001762,0.001239,0.001587,0.001229,48
oracle_mechanism_audit,hidden_mechanism,3,0.842303,0.843694,0.068196,0.064100,0.035499,0.199194,0.033674,0.015131,0.003867,0.002256,0.001927,0.000969,0.001976,0.001302,48
oracle_mechanism_audit,hidden_mechanism,4,0.836806,0.842689,0.068367,0.064294,0.036345,0.198271,0.033976,0.013232,0.003727,0.002211,0.001816,0.001200,0.001461,0.001174,48
oracle_mechanism_audit,hidden_mechanism,5,0.846354,0.843837,0.068242,0.064436,0.035679,0.199773,0.034270,0.014755,0.003708,0.002203,0.001765,0.001128,0.001880,0.001110,48
oracle_mechanism_audit,hidden_mechanism,6,0.838831,0.843943,0.067855,0.065257,0.035369,0.200263,0.033365,0.013892,0.003658,0.002021,0.001858,0.001263,0.001719,0.001129,48
oracle_mechanism_audit,in_distribution,0,0.853299,0.850666,0.064157,0.061282,0.034210,0.194947,0.027396,0.013067,0.003771,0.002215,0.002142,0.001093,0.002008,0.000948,48
oracle_mechanism_audit,in_distribution,1,0.856771,0.847380,0.064722,0.061723,0.033522,0.196029,0.026497,0.013123,0.003466,0.002402,0.002033,0.001043,0.001789,0.000872,48
oracle_mechanism_audit,in_distribution,2,0.849537,0.846444,0.065120,0.059667,0.033824,0.195705,0.027147,0.012328,0.003692,0.002128,0.001841,0.001242,0.001776,0.000915,48
oracle_mechanism_audit,in_distribution,3,0.859664,0.849272,0.064502,0.062385,0.033756,0.195946,0.026985,0.013373,0.003683,0.001871,0.001959,0.001079,0.001631,0.001333,48
oracle_mechanism_audit,in_distribution,4,0.853588,0.845798,0.064913,0.062038,0.034404,0.195329,0.026828,0.014656,0.003740,0.002008,0.001881,0.001123,0.001860,0.001199,48
oracle_mechanism_audit,in_distribution,5,0.855613,0.850677,0.065452,0.061549,0.033818,0.195792,0.026538,0.013435,0.003224,0.002076,0.001639,0.001139,0.001359,0.001112,48
oracle_mechanism_audit,in_distribution,6,0.841725,0.845226,0.063663,0.060336,0.033820,0.195749,0.027201,0.014425,0.003498,0.001860,0.001998,0.000994,0.001603,0.001396,48
oracle_mechanism_audit,long_horizon,0,0.841435,0.844770,0.066490,0.063129,0.035702,0.198014,0.031828,0.013015,0.003520,0.001925,0.001911,0.001295,0.001673,0.001184,48
oracle_mechanism_audit,long_horizon,1,0.847801,0.846513,0.067411,0.064362,0.034466,0.198048,0.031150,0.011632,0.003564,0.002208,0.002227,0.001002,0.001524,0.001126,48
oracle_mechanism_audit,long_horizon,2,0.833912,0.845578,0.068197,0.063464,0.035156,0.198309,0.032417,0.014014,0.004462,0.002112,0.001660,0.001113,0.001533,0.001328,48
oracle_mechanism_audit,long_horizon,3,0.835359,0.843660,0.066668,0.064100,0.035216,0.198621,0.032165,0.012712,0.003671,0.002022,0.001763,0.001113,0.001582,0.001155,48
oracle_mechanism_audit,long_horizon,4,0.844618,0.844857,0.067590,0.062764,0.035482,0.198662,0.031864,0.014828,0.004410,0.002367,0.002140,0.001050,0.001737,0.001291,48
oracle_mechanism_audit,long_horizon,5,0.841146,0.846152,0.067073,0.064321,0.035185,0.197916,0.032037,0.013824,0.003021,0.001703,0.002108,0.001269,0.001748,0.001078,48
oracle_mechanism_audit,long_horizon,6,0.847801,0.844035,0.067405,0.062954,0.036030,0.199172,0.031043,0.014966,0.003683,0.002132,0.001766,0.001036,0.001832,0.001210,48
oracle_mechanism_audit,sparse_observation,0,0.834491,0.835862,0.073941,0.068247,0.037686,0.203486,0.040116,0.014898,0.003439,0.002054,0.001850,0.001120,0.001606,0.001295,48
oracle_mechanism_audit,sparse_observation,1,0.836227,0.839054,0.072601,0.066612,0.038062,0.204411,0.039842,0.014834,0.003263,0.002284,0.002070,0.000991,0.001661,0.001047,48
oracle_mechanism_audit,sparse_observation,2,0.820023,0.837458,0.072590,0.067671,0.038263,0.203453,0.040281,0.016689,0.003769,0.001838,0.001849,0.000998,0.001865,0.001026,48
oracle_mechanism_audit,sparse_observation,3,0.826389,0.838924,0.071842,0.068992,0.038234,0.203096,0.039602,0.016211,0.004544,0.002023,0.002140,0.001205,0.001632,0.001086,48
oracle_mechanism_audit,sparse_observation,4,0.842303,0.836848,0.073162,0.068731,0.038394,0.204714,0.039475,0.013933,0.004557,0.002055,0.001668,0.000994,0.001751,0.001246,48
oracle_mechanism_audit,sparse_observation,5,0.825810,0.837266,0.072023,0.067920,0.037566,0.202440,0.039420,0.015924,0.003747,0.001918,0.001686,0.000931,0.001892,0.001181,48
oracle_mechanism_audit,sparse_observation,6,0.824942,0.836262,0.071412,0.068404,0.038182,0.204050,0.039735,0.012809,0.003386,0.001896,0.002007,0.000943,0.001788,0.001182,48
proposed_failed_rollout_audit,combined_stress,0,0.704282,0.704753,0.135797,0.124597,0.061880,0.241600,0.060818,0.016189,0.005541,0.003155,0.003146,0.001585,0.002155,0.001547,48
proposed_failed_rollout_audit,combined_stress,1,0.713831,0.703151,0.136512,0.124489,0.061770,0.241413,0.061003,0.018246,0.004681,0.003059,0.003097,0.001430,0.002034,0.001604,48
proposed_failed_rollout_audit,combined_stress,2,0.726273,0.702731,0.137139,0.123896,0.061449,0.241744,0.061020,0.015076,0.005270,0.003349,0.002858,0.001524,0.002074,0.001623,48
proposed_failed_rollout_audit,combined_stress,3,0.728009,0.706802,0.134229,0.124699,0.061659,0.241563,0.061139,0.020614,0.005010,0.002932,0.003074,0.001713,0.001910,0.001589,48
proposed_failed_rollout_audit,combined_stress,4,0.707755,0.706165,0.135973,0.124174,0.062571,0.241854,0.061057,0.016962,0.005153,0.003168,0.003331,0.001327,0.002183,0.001664,48
proposed_failed_rollout_audit,combined_stress,5,0.722222,0.701905,0.135383,0.125089,0.061583,0.242027,0.061068,0.017040,0.004307,0.003083,0.003068,0.001435,0.002133,0.001569,48
proposed_failed_rollout_audit,combined_stress,6,0.717882,0.703880,0.135152,0.125808,0.061074,0.241572,0.061404,0.016693,0.004503,0.003362,0.002954,0.001474,0.002425,0.001537,48
proposed_failed_rollout_audit,hidden_mechanism,0,0.753762,0.719667,0.126483,0.117092,0.056983,0.234960,0.053455,0.015857,0.005307,0.003440,0.003313,0.001735,0.002001,0.001592,48
proposed_failed_rollout_audit,hidden_mechanism,1,0.746238,0.715713,0.126438,0.115975,0.057404,0.234437,0.053376,0.015180,0.005611,0.002840,0.003026,0.001268,0.001901,0.001837,48
proposed_failed_rollout_audit,hidden_mechanism,2,0.747396,0.718768,0.126233,0.116647,0.057824,0.234968,0.053462,0.016644,0.005137,0.003317,0.002887,0.001542,0.002268,0.001572,48
proposed_failed_rollout_audit,hidden_mechanism,3,0.748553,0.717727,0.124962,0.117147,0.057350,0.235705,0.053544,0.018001,0.004868,0.003429,0.002914,0.001509,0.002206,0.001498,48
proposed_failed_rollout_audit,hidden_mechanism,4,0.751447,0.716310,0.124818,0.116394,0.057234,0.234998,0.052865,0.017558,0.005198,0.003313,0.003177,0.001714,0.002037,0.001431,48
proposed_failed_rollout_audit,hidden_mechanism,5,0.756944,0.720099,0.125376,0.114733,0.057585,0.236591,0.054022,0.018304,0.005028,0.003173,0.003358,0.001649,0.002039,0.001626,48
proposed_failed_rollout_audit,hidden_mechanism,6,0.741319,0.718831,0.125526,0.116206,0.057223,0.235692,0.053965,0.017584,0.004888,0.003363,0.003421,0.001686,0.002105,0.001787,48
proposed_failed_rollout_audit,in_distribution,0,0.766204,0.728956,0.116461,0.107693,0.053669,0.229241,0.046855,0.016177,0.005245,0.003217,0.003018,0.001478,0.002421,0.001377,48
proposed_failed_rollout_audit,in_distribution,1,0.761863,0.728768,0.117731,0.107687,0.054418,0.228945,0.047373,0.016531,0.004647,0.003189,0.002853,0.001608,0.002004,0.001514,48
proposed_failed_rollout_audit,in_distribution,2,0.762731,0.727434,0.116784,0.108453,0.054058,0.229269,0.047453,0.018797,0.005061,0.002838,0.003132,0.001557,0.002196,0.001390,48
proposed_failed_rollout_audit,in_distribution,3,0.770544,0.727308,0.115842,0.107745,0.053119,0.228699,0.047130,0.015033,0.005340,0.003371,0.003252,0.001831,0.002065,0.001384,48
proposed_failed_rollout_audit,in_distribution,4,0.776910,0.729787,0.117431,0.106683,0.052975,0.229682,0.046677,0.014395,0.005635,0.003168,0.002984,0.001607,0.002450,0.001463,48
proposed_failed_rollout_audit,in_distribution,5,0.771123,0.727872,0.114896,0.107254,0.053466,0.230062,0.047631,0.014989,0.005277,0.003532,0.002905,0.001832,0.001984,0.001607,48
proposed_failed_rollout_audit,in_distribution,6,0.768229,0.728834,0.115773,0.108518,0.054328,0.229376,0.047314,0.015657,0.005697,0.002832,0.002985,0.001790,0.002105,0.001755,48
proposed_failed_rollout_audit,long_horizon,0,0.740741,0.720607,0.123601,0.113888,0.056610,0.233947,0.052505,0.017371,0.004763,0.003291,0.003000,0.001493,0.002279,0.001672,48
proposed_failed_rollout_audit,long_horizon,1,0.745081,0.717292,0.123537,0.114929,0.056610,0.233509,0.052229,0.016876,0.005681,0.003068,0.002761,0.001487,0.001857,0.001543,48
proposed_failed_rollout_audit,long_horizon,2,0.753472,0.718605,0.123314,0.113743,0.056321,0.233596,0.052455,0.014442,0.005316,0.003355,0.002747,0.001493,0.001904,0.001725,48
proposed_failed_rollout_audit,long_horizon,3,0.734954,0.720760,0.122521,0.113766,0.055549,0.233591,0.051459,0.015921,0.004618,0.002956,0.002901,0.001371,0.002153,0.001777,48
proposed_failed_rollout_audit,long_horizon,4,0.738426,0.721718,0.123215,0.113843,0.056014,0.232861,0.051275,0.016338,0.005173,0.003232,0.003341,0.001428,0.001960,0.001595,48
proposed_failed_rollout_audit,long_horizon,5,0.746528,0.721548,0.123373,0.113553,0.056306,0.232511,0.052223,0.015131,0.005682,0.003383,0.002917,0.001806,0.001970,0.001249,48
proposed_failed_rollout_audit,long_horizon,6,0.740741,0.721877,0.124423,0.113135,0.056430,0.233477,0.052472,0.016518,0.005607,0.003356,0.002947,0.001380,0.001912,0.001351,48
proposed_failed_rollout_audit,sparse_observation,0,0.735822,0.705993,0.134749,0.124804,0.061694,0.240283,0.061391,0.018024,0.004929,0.003250,0.003118,0.001569,0.002019,0.001526,48
proposed_failed_rollout_audit,sparse_observation,1,0.732928,0.705671,0.135441,0.124738,0.061308,0.240394,0.060495,0.015596,0.005411,0.003272,0.003240,0.001701,0.001980,0.001652,48
proposed_failed_rollout_audit,sparse_observation,2,0.728009,0.703724,0.135237,0.123683,0.060956,0.240660,0.060488,0.017829,0.004311,0.003577,0.002786,0.001763,0.001809,0.001792,48
proposed_failed_rollout_audit,sparse_observation,3,0.743056,0.702849,0.134626,0.123102,0.061119,0.241611,0.060125,0.017213,0.004766,0.003253,0.003208,0.001746,0.001809,0.001646,48
proposed_failed_rollout_audit,sparse_observation,4,0.739005,0.708028,0.135023,0.123731,0.062035,0.241021,0.061132,0.016169,0.005013,0.003297,0.003077,0.001712,0.001978,0.001373,48
proposed_failed_rollout_audit,sparse_observation,5,0.736111,0.704607,0.135101,0.123870,0.061088,0.241600,0.060221,0.018033,0.004356,0.003280,0.003370,0.001752,0.002383,0.001691,48
proposed_failed_rollout_audit,sparse_observation,6,0.728877,0.706326,0.133462,0.124025,0.060710,0.241203,0.060205,0.012866,0.005045,0.003223,0.003329,0.001782,0.002142,0.001661,48
scalar_uncertainty_planner,combined_stress,0,0.477431,0.341713,0.291407,0.280922,0.102805,0.149477,0.111431,0.017972,0.005946,0.006017,0.005916,0.002364,0.002220,0.003145,48
scalar_uncertainty_planner,combined_stress,1,0.491030,0.340915,0.290212,0.282093,0.102634,0.149655,0.111499,0.018097,0.006778,0.005997,0.005757,0.002373,0.001967,0.002707,48
scalar_uncertainty_planner,combined_stress,2,0.495660,0.339432,0.290043,0.280402,0.102840,0.149803,0.111761,0.022376,0.006457,0.005763,0.005790,0.002208,0.002205,0.002882,48
scalar_uncertainty_planner,combined_stress,3,0.492188,0.340745,0.289277,0.280947,0.103536,0.149945,0.111448,0.019669,0.006770,0.005865,0.005850,0.002405,0.002041,0.002898,48
scalar_uncertainty_planner,combined_stress,4,0.493634,0.342580,0.289515,0.281425,0.103909,0.150706,0.110909,0.019350,0.005951,0.005942,0.005705,0.002297,0.001792,0.002674,48
scalar_uncertainty_planner,combined_stress,5,0.484954,0.341209,0.289920,0.283433,0.103831,0.150757,0.111896,0.018265,0.006693,0.005738,0.005567,0.002185,0.001850,0.002994,48
scalar_uncertainty_planner,combined_stress,6,0.484664,0.340573,0.290281,0.281609,0.103197,0.150322,0.111213,0.021031,0.006285,0.005691,0.005631,0.002051,0.002133,0.003059,48
scalar_uncertainty_planner,hidden_mechanism,0,0.543113,0.367545,0.267244,0.261038,0.096769,0.142907,0.103929,0.020779,0.005508,0.005550,0.005807,0.002196,0.002050,0.002957,48
scalar_uncertainty_planner,hidden_mechanism,1,0.537037,0.367477,0.266578,0.259074,0.097040,0.144600,0.104034,0.017801,0.006337,0.005535,0.005980,0.002416,0.002159,0.002845,48
scalar_uncertainty_planner,hidden_mechanism,2,0.540509,0.366503,0.268192,0.259236,0.096835,0.144639,0.103845,0.021852,0.006706,0.005889,0.005704,0.002255,0.002231,0.002910,48
scalar_uncertainty_planner,hidden_mechanism,3,0.538194,0.366573,0.266772,0.260490,0.096926,0.145100,0.103665,0.018403,0.006442,0.005880,0.005912,0.002267,0.001863,0.002600,48
scalar_uncertainty_planner,hidden_mechanism,4,0.560764,0.366104,0.267905,0.260643,0.097066,0.143953,0.104149,0.019379,0.007386,0.005808,0.005263,0.002398,0.001930,0.003055,48
scalar_uncertainty_planner,hidden_mechanism,5,0.538194,0.368675,0.266790,0.260603,0.097031,0.143205,0.103042,0.020988,0.007002,0.005723,0.005626,0.002001,0.002097,0.002762,48
scalar_uncertainty_planner,hidden_mechanism,6,0.557581,0.366656,0.268338,0.260878,0.097916,0.143988,0.103621,0.023125,0.006516,0.005643,0.005603,0.002358,0.002123,0.002895,48
scalar_uncertainty_planner,in_distribution,0,0.605613,0.390587,0.247441,0.243159,0.091333,0.138439,0.096286,0.020692,0.006212,0.005729,0.006046,0.002229,0.002134,0.002826,48
scalar_uncertainty_planner,in_distribution,1,0.597801,0.389170,0.248053,0.240823,0.092212,0.138369,0.096939,0.019570,0.006370,0.005846,0.005701,0.002334,0.002010,0.002922,48
scalar_uncertainty_planner,in_distribution,2,0.597512,0.389454,0.248602,0.241366,0.091522,0.137314,0.097831,0.019086,0.006211,0.006040,0.005953,0.002186,0.001901,0.003077,48
scalar_uncertainty_planner,in_distribution,3,0.598958,0.391435,0.248351,0.242389,0.091456,0.137936,0.096511,0.019581,0.006122,0.006062,0.005784,0.002243,0.001952,0.002743,48
scalar_uncertainty_planner,in_distribution,4,0.594329,0.389374,0.248348,0.243419,0.091827,0.138478,0.096833,0.022925,0.006407,0.005938,0.005731,0.002323,0.002129,0.003223,48
